fdcNumber	conceptId	Keytype	indexTerm-en	indexTerm-de	indexTerm-sv	indexTerm-fi	indexTerm-fr	indexTerm-sl	indexTerm-sp	Match	agrovocConcept	scopeNote	fi-new-term	seÄven	USE-se	RT-se	v2016-se	altLabel-en	altLabel-de	altLabel-sv	altLabel-fi	altLabel-fr	altLabel-sl	altLabel-sp	hiddenLabel-en	hiddenLabel-de	hiddenLabel-sv	hiddenLabel-fi	hiddenLabel-fr	hiddenLabel-sl	hiddenLabel-sp
812.111	2856		Colour of wood	Farbe des Holzes	färg hos virke	väri (puu)			color de la madera 																						
812.115	2857		Lustre of wood	Glanz des Holzes	glans hos virke	kiilto (puu)			brillo de la madera 																						
812.12	2858		Acoustic properties, wood	Akustische Eigenschaften, Holz	akustiska egenskaper hos ved	akustiset ominaisuudet (puu)			acústicas;  propiedades - de la madera  																						
812.13	2859		Frictional properties, wood	Reibungseigenschaften des Holzes	friktion hos virke	kitkaominaisuudet (puu)			fricción ; propiedades de - de la madera 																						
812.14	2860		Thermal properties: wood and bark	Thermische Eigenschaften: Holz und Rinde	termiska egenskaper: ved och bark	lämpöominaisuudet (puu)			conductividad térmica de la madera 																						
812.14	2861			Erhitzung von Holz: physikalische Gesichtspunkte	uppvärmning av virke: fysikaliska synpunkter	puun lämmittäminen: fysiikan näkökulmasta																									
812.141	2862		Diffusivity, thermal, of wood	Leitfähigkeit des Holzes: thermisch	värmeledningsförmåga hos ved	lämmönjohtokyky, puu			difusión térmica en la madera 											temperaturledningsförmåga	lämmönjohtokyky				Conductivity, wood: thermal|Thermal properties: wood and bark: conductivity and diffusivity	Thermische Eigenschaften: Holz und Rinde: Leit- und Ausbreitungsfähigkeit	ledningsförmåga, trä: termisk|termiska egenskaper: ved och bark, temperaturledningsförmåga	puun johtokyky: lämpö|lämpöominaisuudet:  puun lämmönjohtokyky			
812.142	2863		Expansion, thermal, of wood	Ausdehnung, thermische Holzeigenschaft	utvidgning, termisk hos ved	puun lämpölaajeneminen			dilatación térmica de la madera 																Thermal properties: wood and bark: expansion and contraction	Thermische Eigenschaften: Holz und Rinde: Ausdehnung und Zusammenziehung	termiska egenskaper: ved och bark, utvidgning och sammandragning				
812.142	2864		Contraction, thermal, of wood	Zusammenziehung des Holzes (thermische Eigenschaft)		puun kutistuminen lämmön vaikutuksesta			contracción térmica de la madera 																						
812.143	2865		Ignition of wood: physical aspects	Entflammbarkeit, Holz	antändning av ved, fysikaliska synpunkter	puun syttyminen: fysiikka			ignición de la madera: desde el punto de vista físico 																Thermal properties: wood and bark: physics of ignition and combustion	Thermische Eigenschaften: Holz und Rinde: Brennbarkeit und Entflammbarkeit	termiska egenskaper: ved och bark, antändning och förbränning	lämpöominaisuudet: puu, syttyminen ja palaminen			
812.143	2866		Combustion of wood: physics	Verbrennen von Holz: physikalisch	förbränning av virke: fysisk	puun palaminen: fysiikka			combustión de la madera desde el punto de vista físico 																						
812.143	2867		Fire resistance: wood: natural	Widerstandesfähigkeit gegen Feuer: Holz: natürliche	resistens hos virke: mot eld	tulenkestävyys: käsittelemätön puu			fuego, resistencia al: de la madera en estado natural 																		eld: resistens hos virke mot: (naturlig)				
812.144	2868		Calorific value, wood	Heizwert: Holz	värmevärde	lämpöarvo, puun			poder calorífico de la madera																Thermal properties: wood and bark: calorific value	Thermische Eigenschaften: Holz und Rinde: Heizwert	termiska egenskaper: ved och bark, värmevärde				
812.145	2869		Specific heat, wood	Spezifische Wärme, Holz	specifikt värme hos ved	puun ominaislämpö			calor específico de la madera  									Heat: specific: of wood	Wärme, spezifische, des Holzes	värme, specifikt värme hos ved					Thermal properties: wood and bark: specific heat	Thermische Eigenschaften: Holz und Rinde: spezifische Wärme	termiska egenskaper: ved och bark, specifikt värme				
812.15	2870		Electrical properties, wood	Elektrische Eigenschaften des Holzes	elektriska egenskaper: hos ved				eléctricas; propiedades - de la madera 																						
812.151	2871		Conductivity, wood: electrical	Leitfähigkeit des Holzes: elektrisch	ledningsförmåga, trä: elektrisk				conductividad de la madera 																						
812.152	2872		Dielectric constant and dielectric loss, wood	Dielektrizitätskonstante und dielektrischer Verlust, Holz	dielektricitetskonstant och dielektrisk förlust				constante y pérdidas dieléctricas de la madera 																						
812.2	2873		Liquids: behaviour of wood with	Flüssigkeiten: Verhalten des Holzes zu	vätskor: vedens förhållande till				líquidos: comportamiento de la madera con los 																						
812.21	2874		Hygroscopicity: wood	Hygroskopizität: Holz	hygroskopicitet: hos virke				higroscopicidad de la madera 																						
812.21	2875		Moisture relations: wood	Wasser, Beziehungen der, des ... zum: Holzes	fuktighet; relationer till: virke				humedad; relaciones de la - con la madera 																						
812.210	2876		Moisture content, wood: methods of measurement	Feuchtigkeitsgehalt des Holzes: Meßmethoden	vattenhalt i ved, fuktighetsbestämning				humedad; métodos de medida 																						
812.211	2877		Moisture content, wood	Feuchtigkeitsgehalt des Holzes	vattenhalt i ved				humedad; contenido en - de la madera 																						
812.212	2878		Fibre-saturation point	Fasersättigungsbereich	fibermättnadspunkt				fibras; punto de saturación de las 																						
812.212	2879		Moisture content, wood: fibre-saturation point	Feuchtigkeitsgehalt des Holzes: Fasersättigungsbereich	vattenhalt i ved, fibermättnadspunkt				humedad; punto de saturación de las fibras 																						
812.213	2880		Equilibrium moisture content, wood	Gleichgewichtsfeuchtigkeit, Holz	jämviktsfuktkvot hos ved				humedad; de equilibrio 																						
812.213	2881		Moisture content, wood: equilibrium	Feuchtigkeitsgehalt des Holzes: Gleichgewicht	vattenhalt i ved, jämviktsfuktkvot																										
812.214	2882		Shrinkage of wood in response to moisture change	Quellen des Holzes	krympning av virke				hinchazón de la madera en relación  con ios cambios de humedad 																						
812.214	2883		Swelling of wood in response to moisture changes	Schwinden des Holzes					secado, tensiones  de 																						
812.22	2884		Liquids: behaviour of wood with (sorption of liquids other than water)	Flüssigkeiten: Verhalten des Holzes zu (Sorption von nichtwäßrigen Flüssigkeiten)					líquidos: comportamiento de la madera con los (absorción de líquidos distintos del agua) 																						
812.23	2885		Permeability, wood	Durchlässigkeit des Holzes	permeabilitet i ved				permeabilidad de la madera  																						
812.231	2886		Permeability, wood: to water and aqueous solutions	Durchlässigkeit des Holzes: für Wasser und wäßrige Lösungen	permeabilitet i ved, för vatten och vattenlösningar				permeabilidad de la madera, al agua y soluciones acuosas 																						
812.231	2887		Water: permeability of wood to; flow in wood	Wasser: Durchlässigkeit des Holzes für; Strömung im Holz	vatten: permeabilitet hos virke				agua: permeabilidad de la madera  al -; movimiento en la madera 																						
812.235	2888		Liquids: behaviour of wood with (permeability to and flow of liquids other than water)	Flüssigkeiten: Verhalten des Holzes zu (Durchlässigkeit und Strömung von nichtwäßrigen Flüssigkeiten)					líquidos: comportamiento de la madera con los (permeabilidad y flujo de líquidos distintos del agua) 																						
812.235	2889		Permeability, wood: to other liquids	Durchlässigkeit des Holzes: für andere Flüssigkeiten	permeabilitet i ved, för övriga vätskor				permeabilidad de la madera, a otros líquidos 																						
812.237	2890		Gases: flow of in wood	Gase: trömung im Holz					gases: emanación de - de la madera 																						
812.237	2891		Gases: permeability of wood to	Gase: Durchlässigkeit des Holzes für	gaser: genomtränglighet i virke för				gases: permeabilidad de la madera para los 																						
812.237	2892		Permeability, wood: to vapours and gases	Durchlässigkeit des Holzes: für Dämpfe und Gase	permeabilitet i ved, för ångor och gaser				permeabilidad de la madera, a los vapores y gases 																						
812.237	2893		Vapours: permeability of wood to; flow in wood	Dämpfe: Durchlässigkeit des Holzes für; Strömung in Holz	ångor, permeabilitet hos virke för				vapores: permeabilidad de la madera a los ; movimiento en la madera de los 																						
812.31	2894		Density (volume/weight): of wood	Dichte (spezifisches Gewicht): Holz	densitet: virke	puun tiheys, kelluvuus, lujuus, työstettävyys			densidad de la madera (peso/volumen)																						
812.31	2895		Specific gravity: wood	Spezifisches Gewicht: Holz					específico; peso - de la madera  																						
812.35	2896		Buoyancy, wood	Schwimmfähigkeit, Holz	flytbarhet hos virke				flotabilidad de la madera 																						
812.7	2897		Mechanical properties, wood																												
812.7	2898		Strength properties, wood	Festigkeitseigenschaften, (Holz)	hållfasthetsegenskaper hos trä				resistencia, propiedades  de - de la madera 																						
812.701	2899		Elasticity, wood	Elastizität des Holzes	elasticitet hos virke				elasticidad de la madera 																		hållfasthetsegenskaper hos trä, elasticitet				
812.702	2900		Plasticity, wood	Plastizität des Holzes	plasticitet hos ved				Plasticidad de la madera 																		hållfasthetsegenskaper hos trä, plasticitet				
812.71	2901		Bending strength, wood	Biegefestigkeit, Holz	böjning, hållfasthet hos trä				flexión mecánica de la madera 																		hållfasthetsegenskaper hos trä, böjning				
812.711	2902		Bending strength, wood: static	Biegefestigkeit, Holz: statisch	böjning, hållfasthet hos trä: statisk				flexión mecánica de la madera, estática 																						
812.711	2903		Static bending strength, wood	Statische Biegung des Holzes	hållfasthetsegenskaper hos trä, böjning (statisk)																										
812.712	2904		"Toughness," wood	Schlagbiegefestigkeit, Holz	seghet hos virke				rigidez de la madera 									Toughness, wood													
812.712	2905		Bending strength, wood: impact	Biegefestigkeit, Holz: dynamisch	böjning, hållfasthet hos trä: dynamisk				flexión mecánica de la madera, dinámica 																		hållfasthetsegenskaper hos trä, böjning (dynamisk)				
812.712	2906		Impact bending strength of wood	Dynamische Biegung, Holzeigenschaft	slagböjning hos ved																										
812.72	2907		Compression: resistance of wood to		tryck: hållfasthet hos virke				resistencia de la madera a la compresión																		hållfasthetsegenskaper hos trä, tryck				
812.73	2908		Hardness, wood	Härte des Holzes	hållfasthetsegenskaper hos trä, hårdhet och avnötning				dureza de la madera 																						
812.731	2909		Hardness, wood: resistance to indentation	Härte des Holzes: Kugeldruckhärte					dureza de la madera, resistencia al adentellado 																						
812.731	2910		Indentation, resistance of wood to	Kugeldruckhärte	intryckning, motståndsförmåga hos virke mot				adentellado,  resistericia de la rnadera  al - 																						
812.732	2911		Cutting of wood: resistance of wood to	Schnittwiderstand, Holz	avskärning				resistencia de la madera al corte																	Einschneiden von Holz: Schnittwiderstand					
812.732	2912		Hardness, wood: resistance to cutting	Bearbeitungshärte, Holz					dureza de la madera, resistencia al corte 																	Härte des Holzes: Bearbeitungshärte					
812.733	2913		Abrasion resistance, wood	Abnutzungsfestigkeit, Holz	avnötning				abrasión;  resistencia  a la - de la madera 																						
812.733	2914		Hardness, wood: resistance to abrasion	Härte des Holzes: Abnutzung					dureza de la madera, resistencia a la abrasión 																						
812.74	2915		Shear strength, wood	Abscheren, Holzeigenschaft	skjuvning, motståndsförmåga mot				resistencia de la madera al esfuerzo cortante																		hållfasthetsegenskaper hos trä, skjuvning				
812.75	2916		Cleavage, resistance of wood to	Spaltfestigkeit des Holzes	klyvning, träets motståndskraft mot				resistencia de la madera a la raja															hendido			hållfasthetsegenskaper hos trä, klyvning				
812.76	2917		Tensile strength, wood	Zugfestigkeit des Holzes	dragning, motståndsförmåga mot, hos virke				resistencia de la madera a la tracción																		hållfasthetsegenskaper hos trä, dragning				
812.77	2918		Torsion, resistance of wood to	Torsion, Widerstandsfähigkeit des Holzes gegen	vridning				resistencia de la madera a la torsión																		hållfasthetsegenskaper hos trä, vridning				
812.78	2919		Fatigue resistance, wood	Ermüdungswiderstand des Holzes	utmattning, motståndsförmåga hos virke mot				resistencia de la madera a la fatiga																		hållfasthetsegenskaper hos trä, utmattning				
812.791	2920		Nail- and screw-holding capacity, wood	Nagel- und Schraubenhaltefestigkeit des Holzes	vedens hållkraft för spikar och skruvar				resistencia de la madera a la extracción de clavos y tornillos																						
812.792	2921		Bolt-bearing strength, wood	Lochleibungsfestigkeit, Holz	vedens bärförmåga för bultar				resistencia de la madera a la extracción de pernos																						
812.8	2922		Workability; working properties of wood	Bearbeitbarkeit; Bearbeitungseigenschaften des Holzes					trabajo, aptitud para el; caracteristicas de la madera 																						
813	2923		wood chemistry	Holzchemie	träkemi	puukemia			química de la corteza																Chemistry: wood	Chemie: Holz	kemi: trä	kemia: puu			
813	2924		Analysis, chemical: bark and wood	Analyse, chemische: Rinde und Holz	analys, kemisk: bark och ved	puun kemiallinen kestävyys			análisis químico: de la corteza  y la madera 											kemikalier: inverkan på trä	kemikaalien vaikutus puuhun										
813	2925		Bark: chemistry	Rinde: Chemie	bark: kemi				corteza: química de la 																						
813.1	2926		Cell wall (plant): constituents (woody tissues)	Zellwand (botanisch): chemische Bestandteile (Holzgewebe)	cellvägg, växt: beståndsdelar (organiska beståndsdelar)	soluseinä			celular; pared - en las plantas: - componentes (en los tejidos de la madera) 																						
813.1	2927		Organic constituents, plant: wood (cell wall)	Organische Bestandteile der Pflanze: Holz (Zellwand)	organiska beståndsdelar hos växter: trä (cellvägg)	puun orgaaniset osat			componentes orgánicos de las plantas: en la madera (parecl celular) 																						
813.1/.2	2928		Organic constituents, plant: wood	Organische Bestandteile der Pflanze: Holz					componentes orgánicos de las plantas: en la madera  																						
813.11	2929		Lignin as wood constituent (chemistry)	Lignin als chemischer Holzbestandteil	lignin	ligniini			lignina, como componente de la madera (química) 																						
813.12	2930		Carbohydrates, wood	Kohlehydrate, Holzchemie	kolhydrater, trä	hiilihydraatit, puu			hidratos de carbono, madera																						
813.12	2931		Holocellulose, as wood constituent	Holozellulose als Holzbestandteil	holocellulosa	holoselluloosa			holocelulosa; como componente de la madera 																						
813.13	2932		Cellulose: as wood constituent	Zellulose: als Holzbestandteil	cellulosa: som beståndsdel i ved	selluloosa:			celulosa como constituyente de la madera 																						
813.14	2933		Hemicelluloses, as wood constituents	Hemizellulosen als Holzbestandteil	hemicellulosor	hemiselluloosa			hemicelulosas como componentes de la madera  																						
813.15	2934		Pentosans as wood constituents	Pentosane als Holzbestandteile	pentosaner	pentosaanit			pentosano; como componente de la madera 																						
813.16	2935		Hexosans, as wood constituents	Hexosane als Holzbestandteil	hexosaner	heksosaanit			exosano; como componente de la madera 																						
813.17	2936		Pectin as wood constituent	Pektin als Holzbestandteil	pektin	pektiini			pectina como componente de la madera 																						
813.17	2937		Polyuronides as wood constituents	Polyuronide als Holzbestandteile	polyuronider	polyuronidit			poliurónidos (como componentes de la madera) 																						
813.2	2938		Extractives, wood: chemistry	Extraktivstoffe, Holz: Holzchemie	extraktämnen ur trä: kemi	puun uuteaineet: kemia																									
813.2	2939		Organic constituents, plant: wood (other)	Organische Bestandteile, Pflanze: Holz (andere)	organiska beståndsdelar hos växter: trä (övrigt)	orgaaniset ainesosat: puu (muut)			componentes orgánicos de las plantas: en la madera (otros) 																						
813.2	2940		Stanols: chemistry	Stanole: Chemie		stanolit: kemia																									
813.2	2941		Xylitol: chemistry	Xylitol: Chemie	xylitol	ksylitoli: kemia																									
813.3	2942		Ash: constituents (wood and bark)	Asche: Bestandteile (Holz und Rinde)	aska, beståndsdelar (ved och bark)	tuhka			cenizas, componentes (madera y corteza) 																						
813.4	2943		Chemical effects of heat on wood	Chemische Wirkungen von Hitze auf Holz	kemiska reaktioner vid uppvärmning av trä	lämmön kemialliset vaikutukset puuhun			efectos químicos del calor en la madera 																						
813.4	2944		Combustion of wood: chemistry	Verbrennen von Holz: chemisch	förbränning av virke: kemisk	puun palaminen: kemia			combustión de la madera desde  el punto de vista químico 																						
813.4	2945		Ignition of wood: chemical aspects	Erhitzung von Holz: chemische Gesichtspunkte	uppvärmning av virke: kemiska synpunkter	puun syttyminen: kemia			ignición de la madera: desde el punto de vista químico 																						
813.4	2946		Thermal decomposition of wood, chemistry of	Thermische Zersetzung von Holz, Chemie der	termisk nedbrytning av ved: kemi	puun terminen hajoaminen: kemia			descomposición térmica de la madera, química de la 																						
813.5	2947		"Corrosiveness" of wood	"Korrosionsbeständigkeit" von Holz		puun "korroosionkestävyys"			corrosión de la madera en contacto con los metales 									Corrosiveness of wood	Korrosionsbeständigkeit von Holz												
813.5	2948		Metals: reaction of wood with	Metall: Verhalten von Holz zu		puun reaktiot metallien kanssa																									
813.6	2949		Chemicals: effect on wood	Chemikalien: Einwirkungen auf das Holz		kemikaalit: vaikutus puuhun			químicos, productos, influencia en la madera 																						
813.7	2950		Odour, wood	Geruch des Holzes	lukt, trä	haju (puu)			olor de la madera 																						
813.7	2951		Taste of wood	Geschmack des Holzes	smak, trä	maku (puun)			sabor de la madera 																						
813.8	2952		Irritant constituents and properties of woods	Reizwirkung als Holzeigenschaft	retningsegenskaper hos ved	puu, ärsyttävät ominaisuudet			irritantes; propiedades y componentes - de las maderas 																						
813.8	2953		Poisonous woods	Giftige Hölzer	giftighet hos ved	puu, myrkyllisyys			tóxicos, componentes: de maderas 																						
814.1	2954		Natural durability of wood	Natürliche Dauerhaftigkeit des Holzes	naturlig varaktighet hos virke	puun luonnollinen kestävyys			durabilidad natural de la madera 									Durability: natural, of wood	Dauerhaftigkeit: natürliche, des Holzes	varaktighet: naturlig											duración natural de la madera 
814.1	2955		Weathering	Verwitterung	vittring	sään vaikutus puuhun																									
814.7	2956		Old wood	Altes Holz	gammal ved	vanha puu			madera vieja 																Wood: old		trä: gammal ved				
814.8	2957		Fossilized wood	Fossiles Holz	fossil ved	fossiilinen puu			madera fosilizada 																Wood: fossilized	Holz: Fossiles	trä: fossil ved				
815	2958		Growth factors, variation of wood structure and properties with	Wachstumsfaktoren, Wirkung auf Holzstruktur und -eigenschaften	tillväxtfaktorers inverkan på struktur och egenskaper hos ved	kasvutekijöiden vaikutus puun rakenteeseen ja ominaisuuksiin			factores de crecimiento; efecto de los - sobre la estructura y propiedades 																		struktur, tillväxtfaktorernas inverkan på				
815.1	2959		Growth stresses in wood	Wachstumsspannungen im Holz	spänningar i träd				tensiones de crecimiento en la madera  																						
815.2	2960		Growth factors, variation of wood structure and properties with effects of: (rate of growth)	Wachstumsfaktoren, Wirkung auf Holzstruktur und -eigenschaften (Wachstumsgeschwindigkeit)	tillväxtfaktorers inverkan på struktur och egenskaper hos ved, inverkan av växtbeskaffenhet: (tillväxthastighet)				factores de crecimiento; influencia de: (la velocidad de crecimiento) 																						
815.31	2961		Branchwood	Astholz	grenved	oksapuu			madera de ramas; estructura y propiedades 																						
815.32	2962		Stemwood	Stammholz	stamved	runkopuu			madera de tronco; variación de la estructura y propiedades con la posición en el árbol 																						
815.33	2963		Stumpwood	Stockholz	stubbved	kantopuu			cepa, madera de; estructura y propiedades 																						
815.34	2964		Rootwood	Wurzelholz	rotved	juuripuu			madera de raíces: estructura y propiedades 																						
815.4	2965		Growth factors, variation of wood structure and properties with effects of: (pruning)	Wachstumsfaktoren, Wirkung auf Holzstruktur und -eigenschaften (natürliche Astreinigung)	tillväxtfaktorers inverkan på struktur och egenskaper hos ved, inverkan av växtbeskaffenhet: (grenrensning)				factores de crecimiento; influencia de: (la  poda) 																						
815.4	2966		Natural pruning: influence on wood structure and properties	Natürliche Astreinigung: Einfluß auf Holzstruktur und -eigenschaften	naturlig grenrensning, inverkan på vedens struktur och egenskaper				natural, poda influencia en la constitución y propiedades de la madera 																						
815.4	2967		Pruning: influence on wood structure and properties	Ästung: Einfluß auf Holzstruktur und Eigenschaften	uppkvistning, inverkan på vedens struktur och egenskaper				poda, influencia en la estructura Y propiedades de la madera 																						
815.5	2968		Growth factors, variation of wood structure and properties with effects of: (growth form; spiral growth, forking etc.)	Wachstumsfaktoren, Wirkung auf Holzstruktur und -eigenschaften (Wuchsform, Drehwuchs, Zwieselwuchs usw.)	tillväxtfaktorers inverkan på struktur och egenskaper hos ved, inverkan av växtbeskaffenhet: (spiralvuxenhet, klykbildning m.m.)				factores de crecimiento; influencia de: (la forma de crecimiento;  crecimiento en espiral, horquillas, etc.) 											klykbildning											
815.5	2969		Spiral growth: influence on wood structure and properties	Drehwuchs: Einfluß auf Holzstruktur und -eigenschaften	spiralvuxenhet: inverkan på vedens struktur och egenskaper				espiral, crecimiento en: influencia en la estructura y propiedades de la madera 																						
82	2970		Cutting of wood: industrial processes	Einschneiden von Holz: industrielle Bearbeitung		puun työstö, muotoilu, pintakäsittely			corte de la madera, procedimiento industrial															armado de la madera  				pintakäsittely, puun|puun käsittely|työstö, puun			
82/83	2971		Conversion, wood: industrial (mechanical)	Holzbe- und -verarbeitung: industriell(mechanisch)		puun muokkaus: mekaaninen			transformación de la madera: industrial (mecánica) 												metsäteollisuuden tekniikka										
821	2972		Barking: as industrial operation, including machines	Entrindung: in der Holzindustrie, einschl. Maschinen		tehdaskuorinta			descortezado: como operación industrial, incluída  maquinaria 																						
822	2973		Saws and sawing in sawmilling and woodworking	Sägen und ihre Arbeit bei der Holzbearbeitung	sågar och sågning i sågverk och vid träbearbetning	sahat ja sahaus (työvälineet)			sierras y aserrado en serrerías y carpinterías 																		sågar och sågning i sågverk och vid träbearbetning, metoder för sönderdelning av stockar				
822.1	2974		Quarter sawing	Wagenschott	kvartsågning	quarter-sahaus			costeros, aserrado sóbre  										Spiegelschnitt						Saws and sawing in sawmilling and woodworking: methods of breaking down logs (quartering)	Sägen und ihre Arbeit bei der Holzbearbeitung: Zerlegungsarten des Rundholzes (Spiegelschnitt)					sierras y aserrado en serrerías y carpinterías, sistemas de despiece de trozas (al cuarteo, sobre costeros, etc.)  
822.1	2975		Flat sawing	Flachschnitt	genomsågning	läpisahaus																			Saws and sawing in sawmilling and woodworking: methods of breaking down logs (flat sawing)	Sägen und ihre Arbeit bei der Holzbearbeitung: Zerlegungsarten des Rundholzes (Flachschnitt)					
822.2	2976		handsaws and sawing	Handsägen	handsågar	käsisahat ja -sahaus			sierras y aserrado a mano																Saws and sawing in sawmilling and woodworking: hand	Sägen und ihre Arbeit bei der Holzbearbeitung: Handsägen	sågar och sågning i sågverk och vid träbearbetning, handsågar				sierras y aserrado en serrerías y carpinterías, sierras y aserrado a mano 
822.3	2977		powersaws, classified by constructional type	Maschinensägen, geordnet nach der Art der Sägetypen	maskinsågar, efter konstruktionstyp	moottorisahat, mallin mukaan			sierras mecánicas, clasificadas según los distintos tipos constructivos																Saws and sawing in sawmilling and woodworking: power, classified by constructional type	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen, geordnet nach der Art der Sägetypen	sågar och sågning i sågverk och vid träbearbetning, maskinsågar, efter konstruktionstyp				sierras y aserrado en serrerías y carpinterías, sierras mecánicas, clasificadas según los distintos  tipos constructivos  
822.31	2978		Reciprocating saws and sawing: other	Andere hin- und hergehende Sägen	sågar med fram- och återgående rörelse andra än ramsågar	edestakaisin liikkuvat sahat: muut			sierras alternativas, otras 																Saws and sawing in sawmilling and woodworking: power, classified by constructional type (other reciprocating types)	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen, geordnet nach der Art der Sägetypen (andere hin- und hergehende Sägen)	sågar och sågning i sågverk och vid träbearbetning, maskinsågar, efter konstruktionstyp (sågar med fram- och återgående rörelse andra än ramsågar)				sierras y aserrado en serrerías y carpinterías, sierras mecánicas, clasificadas según los distintos  tipos constructivos (otros tipos de sierras alternativas) 
822.32	2979		Frame saws and sawing	Gattersägen	ramsågar och -sågning	raamisaha			sierras alternativas, de bastidor 									sash saw|Gang saws and sawing			kehäsaha				Saws and sawing in sawmilling and woodworking: power, classified by constructional type (frame)|Reciprocating saws and sawing: frame	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen, geordnet nach der Art der Sägetypen (Gatter-)	sågar och sågning i sågverk och vid träbearbetning, maskinsågar, efter konstruktionstyp (ram)				sierras y aserrado en serrerías y carpinterías, sierras mecánicas, clasificadas según los distintos  tipos constructivos (de bastidor) 
822.33	2980		Circular saws and sawing	Kreissägen	cirkelsågar och -sågning	sirkkelit			sierras de disco o circulares												pyörösahat				Saws and sawing in sawmilling and woodworking: power, classified by constructional type (circular)	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen, geordnet nach der Art der Sägetypen (Kreis-)	sågar och sågning i sågverk och vid träbearbetning, maskinsågar, efter konstruktionstyp (cirkel)				sierras y aserrado en serrerías y carpinterías, sierras mecánicas, clasificadas según los distintos  tipos constructivos (de disco o circulares) 
822.34	2981		Band saws and sawing	Bandsägen und ihre Arbeit	bandsågar och -sågning	vannesahat			sierras de cinta y aserrado  																Saws and sawing in sawmilling and woodworking: power, classified by constructional type (band)	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen, geordnet nach der Art der Sägetypen (Band-)	sågar och sågning i sågverk och vid träbearbetning, maskinsågar, efter konstruktionstyp (band)				sierras y aserrado en serrerías y carpinterías, sierras mecánicas, clasificadas según los distintos  tipos constructivos (de cinta) 
822.4	2982		powersaws, classified by functions	Maschinensägen geordnet nach ihren Aufgaben	maskinsågar efter sågningsändamål	moottorisahat käyttötarkoituksen mukaan			sierras mecánicas y aserrado mecánico											maskinsågning					Saws and sawing in sawmilling and woodworking: power, classified by functions	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen geordnet nach ihren Aufgaben	sågar och sågning i sågverk och vid träbearbetning, maskinsågar efter sågningsändamål				sierras y aserrado en serrerías y carpinterías, sierras  mecánicas y aserrado mecánico (clasificadas según el trabajo que realizan) 
822.41	2983		Cross-cutting of logs: (as industrial operation)	Querschneiden (-sägen): von Stämmen: (in der industriellen Holzbearbeitung)	kapning: av rundvirke: (industriellt)	sahaus: teollinen			tronzadoras: de troncos (como operación industrial) 																Saws and sawing in sawmilling and woodworking: power, classified by functions (log cross-cutters)	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen geordnet nach ihren Aufgaben (Stammabkürzsägen)	sågar och sågning i sågverk och vid träbearbetning, maskinsågar efter sågningsändamål (sågar för kapning av rundvirke)				sierras y aserrado en serrerías y carpinterías, sierras  mecánicas y aserrado mecánico (tronzadoras para troncos) 
822.42	2984		Cross-cutting: of converted timber	Querschneiden (-sägen): von bearbeitetem Holz	kapsågar och -sågning				tronzadoras: de madera elaborada 																Saws and sawing in sawmilling and woodworking: power, classified by functions (other cross-cutters)	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen geordnet nach ihren Aufgaben (andere Quersägen)	sågar och sågning i sågverk och vid träbearbetning, maskinsågar efter sågningsändamål (övriga kapsågar)				sierras y aserrado en serrerías y carpinterías, sierras  mecánicas y aserrado mecánico (otros tipos de tronzadoras) 
822.45	2985		Resaws and resawing	Trennsägen	timmersågar och -sågning	halkaisusahat			sierra principal o de rollizos																Saws and sawing in sawmilling and woodworking: power, classified by functions (re-saws)	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen geordnet nach ihren Aufgaben (Vorschnittsägen)	sågar och sågning i sågverk och vid träbearbetning, maskinsågar efter sågningsändamål (timmersågar, blocksågar)				sierras y aserrado en serrerías y carpinterías, sierras  mecánicas y aserrado mecánico (sierra principal o de rollizos) 
822.45	2986		Head-saws	Vorschnittsägen	blocksågar och -sågning													Break(ing) down saws|head rig|primary saw													
822.46	2987		Edgers (saws) and edging	Längsschnittsägen	kantverk	särmäimet			sierras de hilo y corte 										Besäumsägen						Saws and sawing in sawmilling and woodworking: power, classified by functions (edgers and ripsaws)	Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen geordnet nach ihren Aufgaben (andere Längsschnittsägen; Trennsägen, Besäumsägen)	sågar och sågning i sågverk och vid träbearbetning, maskinsågar efter sågningsändamål (klyvsågar och kantverk)				sierras y aserrado en serrerías y carpinterías, sierras  mecánicas y aserrado mecánico (otras sierras de hilo para despiezo; canteadoras o de hender) 
822.8	2988		Sawblades and their maintenance	Sägeblätter und ihre Pflege	sågblad och deras skötsel	sahanterät ja niiden hoito			hojas de sierra y su conservación																Saws and sawing in sawmilling and woodworking: blades and their maintenance	Sägen und ihre Arbeit bei der Holzbearbeitung: Sägeblätter und ihre Pflege	sågar och sågning i sågverk och vid träbearbetning, sågblad och deras skötsel				sierras y aserrado en serrerías y carpinterías, hojas de sierra y su conservación 
